"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"Segregation.nlogox"
"evolutivo_densidad"
"10/26/2025 18:00:30:650 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","visualization","%-similar-wanted","density","[step]","count turtles with [ not happy? ]","percent-similar","percent-unhappy"
"18","square-x","60","40","15","6","96.69932955131512","0.5876591576885406"
"17","square-x","60","40","17","3","96.35288319369147","0.2827521206409048"
"20","square-x","60","40","3","286","72.51236943375481","27.848101265822784"
"18","square-x","60","40","16","2","97.25530813050233","0.1958863858961802"
"19","square-x","60","40","9","46","92.4741760944417","4.327375352775165"
"15","square-x","60","40","13","14","95.4675572519084","1.3182674199623352"
"17","square-x","60","40","18","2","96.68808699950569","0.1885014137606032"
"18","square-x","60","40","17","2","97.26522187822498","0.1958863858961802"
"21","square-x","60","50","5","243","79.62003454231433","18.311981914091938"
"17","square-x","60","40","19","2","96.63865546218487","0.1885014137606032"
"17","square-x","60","40","20","1","96.7869500741473","0.0942507068803016"
"18","square-x","60","40","18","2","97.25388601036269","0.1958863858961802"
"15","square-x","60","40","14","10","96.37058261700095","0.9416195856873822"
"22","square-x","60","50","1","572","59.559402045633355","45.07486209613869"
"16","square-x","60","40","10","49","93.25955734406438","4.662226450999048"
"20","square-x","60","40","4","192","81.73130972456435","18.6952288218111"
"19","square-x","60","40","10","37","93.83629191321499","3.4807149576669802"
"21","square-x","60","50","6","185","83.74827109266944","13.941220798794273"
"17","square-x","60","40","21","0","96.84418145956607","0"
"18","square-x","60","40","19","1","97.45586708203531","0.0979431929480901"
"18","square-x","60","40","20","2","97.45718733783083","0.1958863858961802"
"21","square-x","60","50","7","145","86.65749656121045","10.92690278824416"
"20","square-x","60","40","5","150","84.71544715447155","14.605647517039921"
"15","square-x","60","40","15","8","96.79885332059244","0.7532956685499058"
"18","square-x","60","40","21","3","97.35888140859659","0.2938295788442703"
"23","square-x","60","50","0","782","49.94026284348865","61.237274862960064"
"19","square-x","60","40","11","30","95.04416094210009","2.8222013170272815"
"21","square-x","60","50","8","108","89.62555822741326","8.138658628485306"
"18","square-x","60","40","22","2","97.35477178423237","0.1958863858961802"
"20","square-x","60","40","6","119","87.79038357644517","11.587147030185005"
"23","square-x","60","50","1","562","60.038910505836576","44.00939702427565"
"19","square-x","60","40","12","25","95.21460286137149","2.351834430856068"
"15","square-x","60","40","16","4","96.57794676806084","0.3766478342749529"
"16","square-x","60","40","11","39","93.14257523433646","3.7107516650808754"
"21","square-x","60","50","9","74","91.46090534979425","5.5764883195177095"
"18","square-x","60","40","23","1","97.35339906590555","0.0979431929480901"
"21","square-x","60","50","10","66","91.21736181756528","4.973624717407687"
"18","square-x","60","40","24","1","97.35339906590555","0.0979431929480901"
"19","square-x","60","40","13","19","95.8984375","1.7873941674506115"
"16","square-x","60","40","12","30","94.54277286135692","2.8544243577545196"
"22","square-x","60","50","2","428","67.3069535151748","33.72734436564224"
"15","square-x","60","40","17","2","96.95092901381611","0.18832391713747645"
"20","square-x","60","40","7","93","90.05756148613293","9.055501460564752"
"21","square-x","60","50","11","44","92.83551967709384","3.3157498116051247"
"18","square-x","60","40","25","1","97.55844155844156","0.0979431929480901"
"23","square-x","60","50","2","441","67.88154897494306","34.53406421299922"
"19","square-x","60","40","14","10","96.82151589242054","0.940733772342427"
"18","square-x","60","40","26","0","97.66476388168137","0"
"21","square-x","60","50","12","29","94.01479488903833","2.185380557648832"
"20","square-x","60","40","8","79","91.7536534446764","7.6923076923076925"
"21","square-x","60","50","13","25","94.36430727943643","1.8839487565938209"
"23","square-x","60","50","3","342","73.78138847858197","26.78151918559123"
"19","square-x","60","40","15","2","97.216796875","0.18814675446848542"
"16","square-x","60","40","13","13","95.65432098765432","1.236917221693625"
"22","square-x","60","50","3","321","73.66020524515393","25.295508274231675"
"21","square-x","60","50","14","20","94.90553306342781","1.5071590052750565"
"24","square-x","60","50","0","751","50.4357711254263","57.992277992278"
"23","square-x","60","50","4","257","79.44162436548223","20.125293657008612"
"20","square-x","60","40","9","50","92.71421241662391","4.868549172346641"
"15","square-x","60","40","18","1","97.09385421629348","0.09416195856873823"
"19","square-x","60","40","16","2","97.26428920371275","0.18814675446848542"
"21","square-x","60","50","15","17","95.27983816587997","1.281085154483798"
"23","square-x","60","50","5","184","83.63116511794139","14.408770555990602"
"20","square-x","60","40","10","30","95.08951406649616","2.9211295034079843"
"24","square-x","60","50","1","542","60.88122605363985","41.85328185328186"
"21","square-x","60","50","16","13","95.5339153794493","0.9796533534287867"
"16","square-x","60","40","14","10","95.81898671913429","0.9514747859181731"
"19","square-x","60","40","17","2","97.26295210166178","0.18814675446848542"
"23","square-x","60","50","6","150","86.40742062076346","11.746280344557556"
"22","square-x","60","50","4","215","79.27792403159081","16.9424743892829"
"15","square-x","60","40","19","0","97.2328244274809","0"
"21","square-x","60","50","17","12","95.30673818303721","0.9042954031650339"
"19","square-x","60","40","18","1","97.36328125","0.09407337723424271"
"20","square-x","60","40","11","27","95.48254620123203","2.6290165530671863"
"24","square-x","60","50","2","376","69.26503340757239","29.034749034749037"
"21","square-x","60","50","18","8","95.64780716437897","0.6028636021100227"
"23","square-x","60","50","7","117","88.83034773445732","9.162098668754894"
"21","square-x","60","50","19","7","95.8486776029461","0.5275056518462697"
"16","square-x","60","40","15","11","95.90527873704983","1.0466222645099905"
"25","square-x","60","50","0","809","48.206710374084075","62.37471087124133"
"19","square-x","60","40","19","0","97.45845552297166","0"
"24","square-x","60","50","3","300","75.25773195876289","23.166023166023166"
"20","square-x","60","40","12","18","96.2678936605317","1.7526777020447908"
"23","square-x","60","50","8","93","91.11577474641483","7.282693813625684"
"21","square-x","60","50","20","3","96.17577993961758","0.22607385079125847"
"22","square-x","60","50","5","173","83.71057513914657","13.6327817178881"
"21","square-x","60","50","21","2","96.1461126005362","0.15071590052750566"
"20","square-x","60","40","13","12","96.90355329949239","1.1684518013631937"
"23","square-x","60","50","9","70","92.02348066298343","5.48159749412686"
"21","square-x","60","50","22","2","96.24916275954453","0.15071590052750566"
"20","square-x","60","40","14","9","96.7644084934277","0.8763388510223954"
"16","square-x","60","40","16","6","96.58246656760772","0.570884871550904"
"24","square-x","60","50","4","238","78.78897751994198","18.37837837837838"
"23","square-x","60","50","10","58","93.21391663796072","4.541895066562255"
"21","square-x","60","50","23","0","96.2876254180602","0"
"20","square-x","60","40","15","7","97.3590655154901","0.6815968841285297"
"26","square-x","60","50","0","811","49.54545454545455","61.86117467581999"
"25","square-x","60","50","1","649","56.049754994346024","50.03855050115652"
"24","square-x","60","50","5","185","83.15217391304348","14.285714285714285"
"23","square-x","60","50","11","41","94.6058091286307","3.2106499608457324"
"24","square-x","60","50","6","145","86.20078041858815","11.196911196911197"
"20","square-x","60","40","16","5","97.2672064777328","0.4868549172346641"
"22","square-x","60","50","6","122","86.7544822539334","9.613869188337274"
"16","square-x","60","40","17","2","97.08209693372898","0.19029495718363465"
"27","square-x","60","50","0","729","51.37650252035672","56.68740279937792"
"23","square-x","60","50","12","27","95.3671928620453","2.11433046202036"
"20","square-x","60","40","17","3","97.52024291497976","0.2921129503407984"
"24","square-x","60","50","7","104","87.73784355179704","8.03088803088803"
"26","square-x","60","50","1","611","58.51960425064126","46.60564454614798"
"27","square-x","60","50","1","547","62.36933797909408","42.53499222395023"
"23","square-x","60","50","13","16","96.26456477039068","1.2529365700861395"
"24","square-x","60","50","8","85","90.91233071988596","6.563706563706563"
"23","square-x","60","50","14","10","96.74322934521769","0.7830853563038371"
"20","square-x","60","40","18","2","97.76876267748479","0.19474196689386564"
"25","square-x","60","50","2","512","64.24927113702624","39.47571318427139"
"16","square-x","60","40","18","0","97.23456790123457","0"
"22","square-x","60","50","7","83","90.59169423006249","6.540583136327817"
"27","square-x","60","50","2","389","70.31308940022633","30.24883359253499"
"23","square-x","60","50","15","7","97.21649484536083","0.548159749412686"
"24","square-x","60","50","9","73","91.71113482746354","5.637065637065637"
"26","square-x","60","50","2","451","67.26361031518626","34.40122044241038"
"24","square-x","60","50","10","60","92.340275326509","4.633204633204633"
"23","square-x","60","50","16","7","97.2852233676976","0.548159749412686"
"25","square-x","60","50","3","368","70.9583028529627","28.373168851195064"
"22","square-x","60","50","8","57","91.81818181818183","4.491725768321513"
"27","square-x","60","50","3","307","76.21797185131722","23.872472783825817"
"23","square-x","60","50","17","7","97.59036144578313","0.548159749412686"
"24","square-x","60","50","11","41","93.61627499123115","3.166023166023166"
"26","square-x","60","50","3","350","74.10247472987103","26.697177726926007"
"23","square-x","60","50","18","4","97.53086419753086","0.31323414252153486"
"27","square-x","60","50","4","219","81.60547156227503","17.02954898911353"
"20","square-x","60","40","19","2","97.61904761904762","0.19474196689386564"
"28","square-x","60","50","0","751","50.968241673121604","58.307453416149066"
"25","square-x","60","50","4","282","77.3395482251703","21.742482652274482"
"23","square-x","60","50","19","4","97.56265018880879","0.31323414252153486"
"24","square-x","60","50","12","32","94.4055944055944","2.471042471042471"
"26","square-x","60","50","4","256","80.15983321751217","19.52707856598017"
"27","square-x","60","50","5","156","84.65627214741318","12.130637636080872"
"22","square-x","60","50","9","35","94.54811562385656","2.7580772261623325"
"24","square-x","60","50","13","22","94.9389179755672","1.698841698841699"
"20","square-x","60","40","20","1","97.76989356310187","0.09737098344693282"
"26","square-x","60","50","5","187","83.99317406143345","14.263920671243326"
"23","square-x","60","50","20","0","97.86868339635613","0"
"24","square-x","60","50","14","16","94.92350486787204","1.2355212355212355"
"27","square-x","60","50","6","110","88.91634309918814","8.553654743390357"
"28","square-x","60","50","1","532","61.11748947569843","41.30434782608695"
"25","square-x","60","50","5","225","80.81949841045567","17.347725520431766"
"26","square-x","60","50","6","141","87.36486486486487","10.755148741418765"
"24","square-x","60","50","15","8","96.0406447091801","0.6177606177606177"
"20","square-x","60","40","21","1","97.81947261663286","0.09737098344693282"
"27","square-x","60","50","7","86","90.45296167247386","6.6874027993779155"
"29","square-x","60","50","0","808","50.215672178289005","60.298507462686565"
"27","square-x","60","50","8","75","91.6406520985085","5.83203732503888"
"20","square-x","60","40","22","1","97.81947261663286","0.09737098344693282"
"22","square-x","60","50","10","24","94.91279069767442","1.8912529550827424"
"28","square-x","60","50","2","411","69.54296160877513","31.90993788819876"
"26","square-x","60","50","7","100","90.22177419354838","7.627765064836003"
"24","square-x","60","50","16","8","96.10662925289371","0.6177606177606177"
"20","square-x","60","40","23","0","97.87341772151899","0"
"27","square-x","60","50","9","56","92.81023159350156","4.354587869362364"
"29","square-x","60","50","1","575","60.79465541490858","42.91044776119403"
"24","square-x","60","50","17","7","96.28461268839817","0.5405405405405406"
"25","square-x","60","50","6","176","85.15406162464986","13.569776407093293"
"26","square-x","60","50","8","86","90.84224598930481","6.559877955758962"
"27","square-x","60","50","10","45","92.93957909029193","3.4992223950233283"
"24","square-x","60","50","18","6","96.63157894736842","0.4633204633204633"
"29","square-x","60","50","2","456","66.73611111111111","34.02985074626866"
"22","square-x","60","50","11","21","94.78041756659468","1.6548463356973995"
"25","square-x","60","50","7","122","88.0960668290985","9.406322282189668"
"28","square-x","60","50","3","298","75.01812907904278","23.136645962732917"
"26","square-x","60","50","9","67","92.49581239530988","5.110602593440122"
"27","square-x","60","50","11","28","94.97591190640054","2.177293934681182"
"24","square-x","60","50","19","5","96.46234676007005","0.3861003861003861"
"27","square-x","60","50","12","26","95.04950495049505","2.021772939346812"
"30","square-x","60","50","0","748","50.36000000000001","58.483189992181394"
"29","square-x","60","50","3","322","73.8969349949478","24.029850746268657"
"22","square-x","60","50","12","14","95.4267194814548","1.103230890464933"
"26","square-x","60","50","10","48","93.50132625994695","3.6613272311212817"
"24","square-x","60","50","20","3","96.57222805176634","0.23166023166023164"
"27","square-x","60","50","13","19","95.82620595278823","1.4774494556765163"
"29","square-x","60","50","4","242","79.14850821320817","18.059701492537314"
"24","square-x","60","50","21","2","96.64335664335665","0.15444015444015444"
"27","square-x","60","50","14","14","95.96305165925419","1.088646967340591"
"28","square-x","60","50","4","213","81.64422395464209","16.53726708074534"
"26","square-x","60","50","11","40","94.26392572944296","3.051106025934401"
"25","square-x","60","50","8","87","90.70811744386874","6.707787201233615"
"24","square-x","60","50","22","3","96.57701711491443","0.23166023166023164"
"30","square-x","60","50","1","520","62.07298136645962","40.65676309616888"
"29","square-x","60","50","5","187","82.74613105037866","13.955223880597014"
"27","square-x","60","50","15","10","96.33436108256252","0.7776049766718507"
"24","square-x","60","50","23","1","96.71213711087793","0.07722007722007722"
